feature,importance
GenHlth,0.2983592226917477
HighBP,0.26199440796273504
BMI,0.1506174373145643
HighChol,0.11881793142049245
DiffWalk,0.06010640909948067
PhysHlth,0.03739810128584951
HeartDiseaseorAttack,0.03169350420241713
MentHlth,0.020509888830427463
CholCheck,0.012796824537831883
Stroke,0.007706272654453826
